what,kind,bundleId,bundleVersion,description,time
started,bundle,com.aptana.core,3.3.0.1369977306,"com.aptana.core",1376775954810
started,bundle,com.aptana.core.epl,3.0.0.1344341997,"com.aptana.core.epl",1376775954867
started,bundle,com.aptana.core.io,3.0.3.1366554463,"com.aptana.core.io",1376775954880
started,bundle,com.aptana.deploy.ui,1.0.0.1354838688,"com.aptana.deploy.ui",1376775954891
started,bundle,com.aptana.editor.epl,3.0.0.1363886503,"com.aptana.editor.epl",1376775954902
started,bundle,com.aptana.editor.php.epl,3.3.0.1358460206,"com.aptana.editor.php.epl",1376775954929
started,bundle,com.aptana.explorer,3.0.0.1367440240,"com.aptana.explorer",1376775954940
started,bundle,com.aptana.filewatcher,3.0.1.1337406272,"com.aptana.filewatcher",1376775954947
started,bundle,com.aptana.git.core,3.0.0.1370549535,"com.aptana.git.core",1376775954976
started,bundle,com.aptana.git.ui,3.0.3.1360356384,"com.aptana.git.ui",1376775955010
started,bundle,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui",1376775955026
started,bundle,com.aptana.scripting,3.1.0.1367525200,"com.aptana.scripting",1376775955036
started,bundle,com.aptana.scripting.ui,3.0.0.1363994809,"com.aptana.scripting.ui",1376775955048
started,bundle,com.aptana.shared_core,2.7.0.2013032300,"com.aptana.shared_core",1376775955083
started,bundle,com.aptana.syncing.core,3.0.0.1367525200,"com.aptana.syncing.core",1376775955089
started,bundle,com.aptana.syncing.ui,3.0.3.1367525200,"com.aptana.syncing.ui",1376775955131
started,bundle,com.aptana.theme,3.0.0.1364595254,"com.aptana.theme",1376775955139
started,bundle,com.aptana.ui,3.1.4.1370053012,"com.aptana.ui",1376775955235
started,bundle,com.aptana.ui.io,3.0.0.1366120396,"com.aptana.ui.io",1376775955260
started,bundle,com.aptana.usage,3.0.0.1370549535,"com.aptana.usage",1376775955265
started,bundle,com.python.pydev.analysis,2.7.0.2013032300,"com.python.pydev.analysis",1376775955291
started,bundle,org.python.pydev,2.7.0.2013032300,"org.python.pydev",1376775955291
started,bundle,org.python.pydev.core,2.7.0.2013032300,"org.python.pydev.core",1376775955313
started,bundle,org.python.pydev.red_core,2.7.0.2013032300,"org.python.pydev.red_core",1376775955366
os,sysinfo,,,"win32",1376775955387
arch,sysinfo,,,"x86_64",1376775955387
ws,sysinfo,,,"win32",1376775955387
locale,sysinfo,,,"en_US",1376775955387
processors,sysinfo,,,"4",1376775955387
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1376775955387
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1376775955387
java.specification.name,sysinfo,,,"Java Platform API Specification",1376775955387
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1376775955387
java.specification.version,sysinfo,,,"1.6",1376775955387
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1376775955387
java.version,sysinfo,,,"1.6.0_24",1376775955387
java.vm.info,sysinfo,,,"mixed mode",1376775955387
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1376775955387
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1376775955387
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1376775955387
java.vm.specification.version,sysinfo,,,"1.0",1376775955387
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1376775955387
java.vm.version,sysinfo,,,"19.1-b02",1376775955387
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1376776488245
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1376776488297
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1376776488642
started,bundle,com.aptana.debug.core,3.0.3.1364332987,"com.aptana.debug.core",1376776491534
started,bundle,com.aptana.js.debug.core,3.0.3.1365014454,"com.aptana.js.debug.core",1376776491595
started,bundle,com.aptana.webserver.core,3.0.0.1354927905,"com.aptana.webserver.core",1376776491636
started,bundle,com.aptana.js.debug.ui,3.0.0.1346080293,"com.aptana.js.debug.ui",1376776491640
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1376776491824
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1376776498495
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1376776501549
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1376776501902
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376776502060
started,bundle,com.aptana.preview,3.0.0.1369877848,"com.aptana.preview",1376776502172
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1376776502801
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1376776502918
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1376776502940
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376776502970
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1376776503078
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1376776504575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376776504700
started,bundle,org.eclipse.mylyn.tasks.index.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.index.core",1376776504940
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.0.4.v20130429-0100,"org.eclipse.mylyn.commons.notifications.ui",1376776505638
opened,view,org.eclipse.mylyn.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1376776505701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776657349
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1376776657364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776658473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776667496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776670130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776671812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776672308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776673768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776674235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776675579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776676294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776723039
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376776724060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776725849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376778057313
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376778059912
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376778059912
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1376778066402
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376778075641
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376778075670
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1376778149710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376778167340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783275625
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376783275646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376783285940
